30.949946,17.22729,25.468961,43.904145,1.526102,4.302406,56.031624,115.195036,28.647301,60.459279,115.586748,39.862572,67.104009,120.810521,40.832063,0.000000
30.308186,17.088424,25.665224,44.662197,2.136387,4.414351,56.692134,113.586653,28.558849,60.4657,114.753739,39.516711,66.781696,121.05702,41.44792,0.000000
30.830791,17.223173,24.093266,42.939134,1.639843,4.916518,56.146813,114.135959,29.674659,60.363879,115.180168,40.839198,66.917674,119.496176,40.529392,0.000000
31.345865,17.068219,24.83282,44.516821,1.680391,4.433292,56.831461,114.242631,29.285945,60.815865,115.029053,39.427895,67.367121,119.619843,39.59974,0.000000
31.823531,17.62368,24.419535,45.055375,2.873487,3.784218,56.276325,115.40537,27.60754,60.588808,115.881327,37.913492,68.286809,119.247067,40.43274,0.000000
33.1974,16.937395,24.510233,44.990141,3.734286,3.525703,56.911977,112.853033,28.596358,60.997187,113.847456,39.194688,67.951364,118.586759,40.904249,0.000000
32.077866,17.498473,24.303029,44.882687,3.688172,3.366704,57.17955,110.963299,28.716587,60.950755,112.265481,39.290046,67.425879,117.521649,42.62028,0.000000
32.065057,16.845189,25.395348,43.359231,2.263903,4.202683,56.825438,113.240978,28.403397,61.238215,113.485048,40.08186,68.089147,118.544896,41.021912,0.000000
30.676879,17.847756,24.66965,42.895553,1.033699,4.261366,55.382767,115.553951,29.40412,59.814655,116.020157,39.734699,66.531404,120.422649,40.181978,0.000000
31.886378,15.737881,23.899719,44.137669,1.711368,4.424281,56.819406,113.89838,27.735921,61.376333,114.087576,39.314702,68.517999,118.535273,40.244105,0.000000
31.878327,16.267142,24.636757,43.549493,1.563042,4.090682,56.673371,112.891,28.50332,61.286948,113.746845,40.915335,68.867437,118.438137,42.073239,0.000000
31.106831,16.911468,25.350788,43.802523,0.995855,4.420342,56.534729,114.386597,29.63374,61.549666,114.624636,41.808326,68.223392,119.533746,42.053414,0.000000
31.454608,17.26296,24.321425,43.505121,1.970826,4.770389,56.693274,113.845902,29.111584,60.76891,114.99717,40.519412,67.885321,119.813783,41.13735,0.000000
30.328683,17.646524,24.893094,43.206238,1.130436,4.650207,56.589767,114.69588,29.250211,61.041854,115.151778,40.724599,67.30524,120.611333,42.545055,0.000000
31.403955,16.78157,24.924741,43.820298,1.712955,4.864751,57.281997,112.800698,29.641706,61.690976,114.218153,41.086283,68.302064,120.344912,41.592387,0.000000
29.873041,17.655822,25.358024,42.601348,0.755912,4.573308,55.692378,115.406919,28.194277,59.697879,116.826927,39.389282,66.985218,120.898343,40.95757,0.000000
31.289494,17.623668,24.795076,44.499194,1.605013,4.451615,58.180919,114.071851,29.441263,62.506515,115.343718,41.180691,69.022017,122.419972,41.757483,0.000000
31.853588,15.698643,24.010585,44.469573,2.553455,4.125155,56.929836,112.96405,29.563087,61.278153,113.46927,41.378624,68.496637,118.985033,42.523442,0.000000
31.151392,17.19,25.81687,43.922896,1.364981,4.16033,56.354458,113.499006,30.154485,60.611805,114.334302,41.341362,67.390051,119.179095,42.233145,0.000000
